,Satellite Name,In-License Launch Number,Administration,Longitude,Date of Receipt,Launch Offset (days),Launch Country Match,Launch Spaceport Match,Launch Vehicle Match,Satellite Manufacturer Match,Match Sum
154,NSS-G2-16,1,HOL,50.5,23.10.2015,1,1,1,1,1,4
244,INTELSAT8 183E,1,HOL,-177.0,20.04.2000,1,1,1,1,1,4
393,NSS-G4-22,2,HOL,50.5,03.07.2018,1,1,1,1,1,4
805,NSS-36,1,HOL,57.0,06.08.2009,1,1,1,1,1,4
906,NSS-19,1,HOL,-177.0,14.07.2006,1,1,1,1,1,4
970,SIRIUS-5E,2,S,5.0,17.12.2010,1,1,1,1,1,4
1329,INTELSAT7 183E,1,HOL,-177.0,20.04.2000,1,1,1,1,1,4
1664,INTELSAT8 338.5E,1,HOL,-21.5,29.10.1998,1,1,1,1,1,4
230,LUX-28.2E,1,LUX,28.2,29.06.2004,25,1,1,1,1,4
231,LUX-28.2E,2,LUX,28.2,29.06.2004,25,1,1,1,1,4
539,DFS II-1,1,D,23.5,02.09.2004,25,1,1,1,1,4
1099,LUX-24.2E,1,LUX,24.2,01.07.2004,25,1,1,1,1,4
431,DJCF-1A,1,G,39.5,15.01.1999,38,1,1,1,1,4
559,DJCF-2A,1,G,-39.0,15.01.1999,38,1,1,1,1,4
161,SIRIUS-2,1,S,4.8,30.06.1998,71,1,1,1,1,4
1358,INMARSAT-3 AOR WEST2,1,G,-54.0,09.10.1998,91,1,1,1,1,4
392,NSS-G4-22,1,HOL,50.5,03.07.2018,92,1,1,1,1,4
1073,LUX-G3-24.2E,1,LUX,23.5,02.06.2010,92,1,1,1,1,4
1559,GDL-6,1,LUX,19.2,27.11.2000,92,1,1,1,1,4
81,SKYNET-5A,1,G,-34.0,24.05.2005,129,1,1,1,1,4
639,SKYNET-4D,1,G,-34.0,24.01.2001,129,1,1,1,1,4
682,SKYNET-4M,1,G,-34.0,07.07.2004,129,1,1,1,1,4
251,INTELSAT5A 319.5E,1,HOL,-40.5,29.10.1998,152,1,1,1,1,4
376,INTELSAT K 319.5E,1,HOL,-40.5,29.10.1998,152,1,1,1,1,4
506,INTELSAT IBS 319.5E,1,HOL,-40.5,09.11.2004,152,1,1,1,1,4
851,INTELSAT7 319.5E,1,HOL,-40.5,29.10.1998,152,1,1,1,1,4
1419,INTELSAT8 319.5E,1,HOL,-40.5,29.10.1998,152,1,1,1,1,4
1237,INMARSAT-3 IOR WEST,1,G,25.0,09.10.1998,154,1,1,1,1,4
44,EUTELSAT-B1-16E,1,F,16.0,22.02.2011,178,1,1,1,1,4
976,EUTELSAT-B1-13E,2,F,13.0,14.04.2003,178,1,1,1,1,4
1003,NSS-18,1,HOL,-40.5,14.07.2006,179,1,1,1,1,4
1619,NSS-57,1,HOL,-40.5,17.12.2012,179,1,1,1,1,4
1678,NSS-35,1,HOL,-40.5,23.07.2009,179,1,1,1,1,4
64,METEOSAT IODC_57.5E,1,D,57.5,29.01.2014,205,1,1,1,1,4
1112,INMARSAT-3 POR-2,1,G,178.0,09.10.1998,258,1,1,1,1,4
934,GESATCOM-A4,1,G,108.2,03.08.2001,332,1,1,1,1,4
748,GIBSAT-129W,1,G,-129.0,21.12.2015,359,1,1,1,1,4
1185,NSS-G4-6,1,HOL,-131.0,06.11.2017,359,1,1,1,1,4
684,TELECOM-2B,2,F,-5.0,30.09.1998,390,1,1,1,1,4
812,TELECOM-4A,1,F,-8.0,18.01.2008,390,1,1,1,1,4
1155,VIDEOSAT-7,2,F,-5.0,30.09.1998,390,1,1,1,1,4
795,F-SAT-KU2-E-16E,1,F,16.0,01.02.2010,398,1,1,1,1,4
1397,EUTELSAT 3-16E,1,F,16.0,16.04.2002,398,1,1,1,1,4
217,EUTELSAT 3-25.5E,1,F,25.5,18.03.2003,402,1,1,1,1,4
484,F-SAT-KU3-E-25.5E,1,F,25.5,01.02.2010,402,1,1,1,1,4
145,EUROPESTAR-47.5E,3,D,47.5,26.03.2013,444,1,1,1,1,4
