,Satellite Name,In-License Launch Number,Administration,Longitude,Date of Receipt,Launch Offset (days),Launch Country Match,Launch Spaceport Match,Launch Vehicle Match,Satellite Manufacturer Match,Match Sum
180,F-SAT-N4-133W,1,F,-133.0,30.04.2021,0,1,1,1,1,4
1391,F-SAT-N-E-33E,2,F,33.0,27.05.2016,0,1,1,1,1,4
428,EUTELSAT 3-10E,1,F,10.0,16.04.2002,183,1,1,1,1,4
1494,F-SAT-KU2-E-10E,1,F,10.0,01.02.2010,183,1,1,1,1,4
286,F-SAT-N3-12.5W,1,F,-12.5,19.05.2020,201,1,1,1,1,4
323,F-SAT-KU-E-8W,1,F,-8.0,28.04.2015,201,1,1,1,1,4
960,VIDEOSAT-6-KA,1,F,-8.0,04.06.2003,201,1,1,1,1,4
961,VIDEOSAT-6-KA,2,F,-8.0,04.06.2003,201,1,1,1,1,4
977,F-SAT-N-E-12.5W,1,F,-12.5,26.05.2016,201,1,1,1,1,4
1051,F-SAT-N-E-8W,2,F,-8.0,27.05.2016,201,1,1,1,1,4
1256,VIDEOSAT-6,1,F,-8.0,28.11.2001,201,1,1,1,1,4
459,F-SAT-N3-48E,1,F,48.0,19.06.2019,288,1,1,1,1,4
520,EUTELSAT 2-36E,1,F,36.0,30.09.1998,324,1,1,1,1,4
615,EUTELSAT 3-36E,1,F,36.0,16.04.2002,324,1,1,1,1,4
619,F-SAT-KU-E-5W,1,F,-5.0,22.05.2006,484,1,1,1,1,4
623,F-SAT-N3-5W,1,F,-5.0,19.05.2020,484,1,1,1,1,4
768,VIDEOSAT-8-KU-C,1,F,3.0,29.08.2002,484,1,1,1,1,4
860,TELECOM-3C,1,F,3.0,29.08.2002,484,1,1,1,1,4
1027,TELECOM-3B,1,F,-5.0,20.11.2002,484,1,1,1,1,4
1154,VIDEOSAT-7,1,F,-5.0,30.09.1998,484,1,1,1,1,4
1259,VIDEOSAT-7-KA,1,F,-5.0,20.11.2002,484,1,1,1,1,4
1595,F-SAT-N-E-5W,1,F,-5.0,27.05.2016,484,1,1,1,1,4
1598,TELECOM-4B,1,F,-5.0,20.11.2002,484,1,1,1,1,4
135,EUTELSAT-KA-36E,1,F,36.0,23.03.2011,531,1,1,1,1,4
409,EUTELSAT-KA-7E,2,F,7.0,18.10.2004,531,1,1,1,1,4
557,EUTELSAT 3-13E,1,F,13.0,03.10.2002,531,1,1,1,1,4
745,F-SAT-N-E-70.5E,1,F,70.5,25.05.2016,531,1,1,1,1,4
1047,EUTELSAT-KA-16E,1,F,16.0,22.02.2011,531,1,1,1,1,4
1257,F-SAT-KU-E-7W,1,F,-7.0,19.11.2013,531,1,1,1,1,4
1390,F-SAT-N-E-33E,1,F,33.0,27.05.2016,531,1,1,1,1,4
1597,F-SAT-KU2-E-13E,1,F,13.0,01.02.2010,531,1,1,1,1,4
1009,F-SAT-KU2-E-12.5W,1,F,-12.5,01.02.2010,538,1,1,1,1,4
1385,EUTELSAT 3-12.5W,1,F,-12.5,20.12.1999,538,1,1,1,1,4
104,SYRACUSE-3E,1,F,-5.0,22.01.2002,554,1,1,1,1,4
1060,SYRACUSE-3H,1,F,47.0,22.01.2002,554,1,1,1,1,4
294,EUTELSAT 3-70.5E,1,F,70.5,15.01.2003,622,1,1,1,1,4
624,F-SAT-KU3-E-70.5E,1,F,70.5,01.02.2010,622,1,1,1,1,4
1288,EUTELSAT-E-70.5E,1,F,70.5,15.01.2003,622,1,1,1,1,4
1446,CD-SAT 123.1W,1,F,-123.1,17.04.2019,661,1,1,1,1,4
218,EUTELSAT 3-25.5E,2,F,25.5,18.03.2003,696,1,1,1,1,4
1420,EUTELSAT 3-7E,1,F,7.0,16.04.2002,696,1,1,1,1,4
217,EUTELSAT 3-25.5E,1,F,25.5,18.03.2003,881,1,1,1,1,4
484,F-SAT-KU3-E-25.5E,1,F,25.5,01.02.2010,881,1,1,1,1,4
795,F-SAT-KU2-E-16E,1,F,16.0,01.02.2010,885,1,1,1,1,4
1397,EUTELSAT 3-16E,1,F,16.0,16.04.2002,885,1,1,1,1,4
1542,SYRACUSE-31H,1,F,47.0,28.09.2006,924,1,1,1,1,4
1649,SYRACUSE-4H,1,F,47.0,22.03.2012,924,1,1,1,1,4
267,F-SAT-KU3-E-33E,1,F,33.0,01.02.2010,933,1,1,1,1,4
298,EUTELSAT 3-21.5E,2,F,21.5,16.04.2002,933,1,1,1,1,4
1442,EUTELSAT 3-33E,1,F,33.0,22.09.2003,933,1,1,1,1,4
686,SYRACUSE-31E,1,F,-5.0,28.09.2006,1053,1,1,1,1,4
803,SYRACUSE-4E,1,F,-5.0,22.03.2012,1053,1,1,1,1,4
99,F-SAT-N4-139W,1,F,-139.0,12.05.2021,1103,1,1,1,1,4
408,EUTELSAT-KA-7E,1,F,7.0,18.10.2004,1103,1,1,1,1,4
814,EUTELSAT-B1-7E,1,F,7.0,14.05.2004,1103,1,1,1,1,4
859,F-SAT-KA-E-7E,1,F,7.0,29.07.2011,1103,1,1,1,1,4
975,EUTELSAT-B1-13E,1,F,13.0,14.04.2003,1103,1,1,1,1,4
1679,F-SAT-KU2-E-7E,1,F,7.0,29.07.2011,1103,1,1,1,1,4
44,EUTELSAT-B1-16E,1,F,16.0,22.02.2011,1105,1,1,1,1,4
976,EUTELSAT-B1-13E,2,F,13.0,14.04.2003,1105,1,1,1,1,4
684,TELECOM-2B,2,F,-5.0,30.09.1998,1673,1,1,1,1,4
812,TELECOM-4A,1,F,-8.0,18.01.2008,1673,1,1,1,1,4
1155,VIDEOSAT-7,2,F,-5.0,30.09.1998,1673,1,1,1,1,4
7,GEOSAT-3E,1,F,3.0,28.04.2015,1919,1,1,1,1,4
761,TELECOM-2C,2,F,3.0,30.09.1998,1919,1,1,1,1,4
1524,TELECOM-4C,1,F,3.0,18.01.2008,1919,1,1,1,1,4
618,F-SAT-N-E-13E,1,F,13.0,26.05.2016,1975,1,1,1,1,4
723,F-SAT-N3-13E,1,F,13.0,12.04.2019,1975,1,1,1,1,4
1052,F-SAT-N-E-8W,3,F,-8.0,27.05.2016,2275,1,1,1,1,4
9,GEOSAT-3E,3,F,3.0,28.04.2015,2479,1,1,1,1,4
8,GEOSAT-3E,2,F,3.0,28.04.2015,2844,1,1,1,1,4
460,F-SAT-N3-48E,2,F,48.0,19.06.2019,2844,1,1,1,1,4
822,F-SAT-N-E-48E,1,F,48.0,26.05.2016,2844,1,1,1,1,4
16,3GSAT-G17R,1,F,10.0,26.02.2010,2948,1,1,1,1,4
480,F-SAT-N-E-10E,1,F,10.0,20.05.2016,2948,1,1,1,1,4
700,F-SAT-S-E-10E,1,F,10.0,13.01.2012,2948,1,1,1,1,4
849,F-SAT-N3-10E,1,F,10.0,25.09.2019,2948,1,1,1,1,4
1539,F-SAT-C-E-10E,1,F,10.0,04.11.2009,2948,1,1,1,1,4
1513,F-SAT-N3-33E,1,F,33.0,26.05.2020,3034,1,1,1,1,4
1248,EUTELSAT 1-3,1,F,7.0,14.11.2000,3164,1,1,1,1,4
1526,EUTELSAT 2-7E,1,F,7.0,30.09.1998,3164,1,1,1,1,4
571,F-SAT-N-E-36E,1,F,36.0,26.05.2016,3183,1,1,1,1,4
660,F-SAT-N3-36E,1,F,36.0,07.05.2019,3183,1,1,1,1,4
1164,F-SAT-KU3-E-36E,1,F,36.0,01.02.2010,3183,1,1,1,1,4
683,TELECOM-2B,1,F,-5.0,30.09.1998,3249,1,1,1,1,4
168,TELECOM-3A,1,F,-8.0,03.02.2003,3370,1,1,1,1,4
1580,TELECOM-2A,1,F,-8.0,30.09.1998,3370,1,1,1,1,4
297,EUTELSAT 3-21.5E,1,F,21.5,16.04.2002,3379,1,1,1,1,4
673,EUTELSAT 2-21.5E,1,F,21.5,29.02.2000,3379,1,1,1,1,4
1490,EUTELSAT 2-16E,1,F,16.0,30.09.1998,3379,1,1,1,1,4
43,F-SAT-N5-9E,1,F,9.0,20.05.2022,3580,1,1,1,1,4
1367,F-SAT-N3-9E,1,F,9.0,03.06.2019,3580,1,1,1,1,4
1657,F-SAT-KA-E-9E,1,F,9.0,20.06.2011,3580,1,1,1,1,4
463,EUTELSAT 2-10E,1,F,10.0,30.09.1998,3705,1,1,1,1,4
1386,EUTELSAT 3-12.5W,2,F,-12.5,20.12.1999,3705,1,1,1,1,4
580,EUTELSAT 2-13E,1,F,13.0,30.09.1998,3843,1,1,1,1,4
1250,F-SAT-N3-7W,1,F,-7.0,19.05.2020,3852,1,1,1,1,4
1258,F-SAT-KU-E-7W,2,F,-7.0,19.11.2013,3852,1,1,1,1,4
1440,F-SAT-N-E-16E,1,F,16.0,27.05.2016,3865,1,1,1,1,4
1567,F-SAT-N3-16E,1,F,16.0,10.04.2020,3865,1,1,1,1,4
1363,EDRS-31E,1,F,31.0,19.04.2019,4011,1,1,1,1,4
750,F-SAT-N-E-21.5E,1,F,21.5,26.05.2016,4265,1,1,1,1,4
1396,F-SAT-N3-21.5E,1,F,21.5,28.05.2020,4265,1,1,1,1,4
746,F-SAT-N-E-70.5E,2,F,70.5,25.05.2016,4288,1,1,1,1,4
1392,F-SAT-N3-70.5E,1,F,70.5,10.05.2019,4288,1,1,1,1,4
173,F-SAT-N-E-7E,1,F,7.0,27.05.2016,4450,1,1,1,1,4
648,F-SAT-N-E-25.5E,1,F,25.5,27.05.2016,4557,1,1,1,1,4
1132,EUTELSAT 1-5,1,F,21.5,30.09.1998,4613,1,1,1,1,4
495,ATHENA-FIDUS-38E,1,F,38.0,10.02.2015,4718,1,1,1,1,4
760,TELECOM-2C,1,F,3.0,30.09.1998,4745,1,1,1,1,4
148,F-SAT-B1-E-3E,1,F,3.0,03.07.2015,4827,1,1,1,1,4
705,F-SAT-N-E-3E,1,F,3.0,26.05.2016,4827,1,1,1,1,4
1313,F-SAT-N3-3E,1,F,3.0,20.04.2020,4827,1,1,1,1,4
245,EUTELSAT 1-8,1,F,25.5,30.09.1998,4922,1,1,1,1,4
674,EUTELSAT 2-21.5E,2,F,21.5,29.02.2000,4922,1,1,1,1,4
1425,EUTELSAT 2-33E,1,F,33.0,21.03.2000,4922,1,1,1,1,4
318,F-SAT-N3-8W,1,F,-8.0,19.05.2020,5278,1,1,1,1,4
1050,F-SAT-N-E-8W,1,F,-8.0,27.05.2016,5278,1,1,1,1,4
572,F-SAT-N-E-36E,2,F,36.0,26.05.2016,5405,1,1,1,1,4
661,F-SAT-N3-36E,2,F,36.0,07.05.2019,5405,1,1,1,1,4
1368,F-SAT-N3-9E,2,F,9.0,03.06.2019,5440,1,1,1,1,4
962,F-SAT-N4-65W,1,F,-65.0,20.05.2021,5480,1,1,1,1,4
1404,F-SAT-N-172E,1,F,172.0,20.04.2018,5929,1,1,1,1,4
850,F-SAT-N3-10E,2,F,10.0,25.09.2019,5936,1,1,1,1,4
584,F-SAT-N-A-25.5E,1,F,25.5,31.01.2019,6460,1,1,1,1,4
1291,F-SAT-N3-25.5E,1,F,25.5,14.11.2019,6461,1,1,1,1,4
1525,F-SAT-N5-25.5E,1,F,25.5,25.11.2019,6461,1,1,1,1,4
521,EUTELSAT 2-36E,2,F,36.0,30.09.1998,6475,1,1,1,1,4
1255,EDRS-31.2E,1,F,31.2,13.11.2020,6673,1,1,1,1,4
765,F-SAT-N5-7E,1,F,7.0,05.07.2021,6678,1,1,1,1,4
1187,F-SAT-N3-7E,1,F,7.0,18.05.2020,6678,1,1,1,1,4
766,F-SAT-N5-7E,2,F,7.0,05.07.2021,6888,1,1,1,1,4
479,F-MILSATCOM3-45E,1,F,45.0,07.09.2022,7374,1,1,1,1,4
1292,FMS5-45.5E,1,F,45.5,26.02.2020,7374,1,1,1,1,4
1318,FMS5-45E,1,F,45.0,26.02.2020,7374,1,1,1,1,4
1429,FMS5-46E,1,F,46.0,26.02.2020,7374,1,1,1,1,4
697,F-SAT-N5-48E,1,F,48.0,07.04.2022,7449,1,1,1,1,4
1059,BSAT-110,2,J,110.0,30.06.1998,1,0,1,1,1,3
1444,DFS II-2,1,D,28.5,07.12.2000,3,0,1,1,1,3
780,SKYNET-4K,1,G,6.0,07.07.2004,29,0,1,1,1,3
450,USASAT-80A,1,USA,-50.0,13.07.2020,38,0,1,1,1,3
654,INTELSAT8 60E,1,USA,60.0,19.10.2000,69,0,1,1,1,3
716,INTELSAT9 60E,1,USA,60.0,19.10.2000,69,0,1,1,1,3
956,INTELSAT6 60E,2,USA,60.0,29.10.1998,69,0,1,1,1,3
628,INTELSAT6 330.5E,1,USA,-29.5,05.10.2018,87,0,1,1,1,3
1622,INTELSAT9 330.5E,1,USA,-29.5,05.10.2018,87,0,1,1,1,3
