License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
USOBO-5A,United States 🇺🇸,20.6°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USOBO-5A&sel_satname=USOBO-5A&plan_id=
PESSE-20.5E-VB,Netherlands 🇳🇱,20.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PESSE-20.5E-VB&sel_satname=PESSE-20.5E-VB&plan_id=
PESSE-20.5E-KA,Netherlands 🇳🇱,20.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PESSE-20.5E-KA&sel_satname=PESSE-20.5E-KA&plan_id=
CTDRS-2-20.4E,China 🇨🇳,20.4°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CTDRS-2-20.4E&sel_satname=CTDRS-2-20.4E&plan_id=
UK-KA-21E,United Kingdom 🇬🇧,21.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UK-KA-21E&sel_satname=UK-KA-21E&plan_id=
UK-KA-21E-VB,United Kingdom 🇬🇧,21.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UK-KA-21E-VB&sel_satname=UK-KA-21E-VB&plan_id=
BOT00000,Botswana 🇧🇼,21.2°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BOT00000&sel_satname=BOT00000&plan_id=plan
QATARSAT-G4-20E,Qatar 🇶🇦,20.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QATARSAT-G4-20E&sel_satname=QATARSAT-G4-20E&plan_id=
ARABSAT-9C-20E,Saudi Arabia 🇸🇦,20.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-9C-20E&sel_satname=ARABSAT-9C-20E&plan_id=
ARABSAT-11C-20E,Saudi Arabia 🇸🇦,20.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-11C-20E&sel_satname=ARABSAT-11C-20E&plan_id=
ARABSAT 7C-20E,Saudi Arabia 🇸🇦,20.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT+7C-20E&sel_satname=ARABSAT+7C-20E&plan_id=
ARABSAT 2-C,Saudi Arabia 🇸🇦,20.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT+2-C&sel_satname=ARABSAT+2-C&plan_id=
ARABSAT-8C-20ER,Saudi Arabia 🇸🇦,20.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-8C-20ER&sel_satname=ARABSAT-8C-20ER&plan_id=
ARABSAT 5C-20E,Saudi Arabia 🇸🇦,20.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT+5C-20E&sel_satname=ARABSAT+5C-20E&plan_id=
QATARSAT-G4-20E_1,Qatar 🇶🇦,20.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QATARSAT-G4-20E_1&sel_satname=QATARSAT-G4-20E_1&plan_id=
CY-AQUARIUS,Cyprus 🇨🇾,21.35°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CY-AQUARIUS&sel_satname=CY-AQUARIUS&plan_id=
LUX-G6-6,Luxembourg 🇱🇺,21.5°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LUX-G6-6&sel_satname=LUX-G6-6&plan_id=
F-SAT-N7-21.5E,France 🇫🇷,21.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-21.5E&sel_satname=F-SAT-N7-21.5E&plan_id=
