License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
OHO-30B-146E,Sweden 🇸🇪,146.0°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=OHO-30B-146E&sel_satname=OHO-30B-146E&plan_id=plan
NUSANTARA-PE1-A,Indonesia 🇮🇩,146.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NUSANTARA-PE1-A&sel_satname=NUSANTARA-PE1-A&plan_id=
PALAPA PAC-C 146E,Indonesia 🇮🇩,146.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=PALAPA+PAC-C+146E&sel_satname=PALAPA+PAC-C+146E&plan_id=
ETS9-C,Japan 🇯🇵,146.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ETS9-C&sel_satname=ETS9-C&plan_id=
PALAPA PAC-KU 146E,Indonesia 🇮🇩,146.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=PALAPA+PAC-KU+146E&sel_satname=PALAPA+PAC-KU+146E&plan_id=
PSN-146E,Indonesia 🇮🇩,146.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=PSN-146E&sel_satname=PSN-146E&plan_id=
KOMINFO-1,Indonesia 🇮🇩,146.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KOMINFO-1&sel_satname=KOMINFO-1&plan_id=
NUSANTARA-PS1D-30B,Indonesia 🇮🇩,146.0°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NUSANTARA-PS1D-30B&sel_satname=NUSANTARA-PS1D-30B&plan_id=plan
NRU00000,Nauru 🇳🇷,146.0°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NRU00000&sel_satname=NRU00000&plan_id=plan
KYPROS-145.5E,Cyprus 🇨🇾,145.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KYPROS-145.5E&sel_satname=KYPROS-145.5E&plan_id=
S-SAT-3-146.5E,Japan 🇯🇵,146.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=S-SAT-3-146.5E&sel_satname=S-SAT-3-146.5E&plan_id=
S-SAT-2-146.5E,Japan 🇯🇵,146.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=S-SAT-2-146.5E&sel_satname=S-SAT-2-146.5E&plan_id=
CHNHTSAT-146.7E,China 🇨🇳,146.7°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNHTSAT-146.7E&sel_satname=CHNHTSAT-146.7E&plan_id=
EXPRESS-11,Russian Federation 🇷🇺,145.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EXPRESS-11&sel_satname=EXPRESS-11&plan_id=
AUS-NBN-4,Australia 🇦🇺,145.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=AUS-NBN-4&sel_satname=AUS-NBN-4&plan_id=
USGON-6,United States 🇺🇸,145.0°E,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGON-6&sel_satname=USGON-6&plan_id=
VOLNA-6R,Russian Federation 🇷🇺,145.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VOLNA-6R&sel_satname=VOLNA-6R&plan_id=
RUSATCOM-145E,Russian Federation 🇷🇺,145.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=RUSATCOM-145E&sel_satname=RUSATCOM-145E&plan_id=
USOBO-18B,United States 🇺🇸,145.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USOBO-18B&sel_satname=USOBO-18B&plan_id=
KRE00000,Dem. People's Rep. of Korea 🇰🇵,145.0°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=KRE00000&sel_satname=KRE00000&plan_id=plan
RUSATCOM-B 145E,Russian Federation 🇷🇺,145.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=RUSATCOM-B+145E&sel_satname=RUSATCOM-B+145E&plan_id=
