License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
EGYCOMM2A,Egypt 🇪🇬,2.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=EGYCOMM2A&sel_satname=EGYCOMM2A&plan_id=
MADAR-2E-2,United Arab Emirates 🇦🇪,2.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-2E-2&sel_satname=MADAR-2E-2&plan_id=
MADAR-2E,United Arab Emirates 🇦🇪,2.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-2E&sel_satname=MADAR-2E&plan_id=
USGOVSAT-22B,United States 🇺🇸,2.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USGOVSAT-22B&sel_satname=USGOVSAT-22B&plan_id=
BULSAT-30B-1.9E,Bulgaria 🇧🇬,1.9°E,Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=BULSAT-30B-1.9E&sel_satname=BULSAT-30B-1.9E&plan_id=plan
BULSAT-BSS-1.2W-W,Bulgaria 🇧🇬,1.9°E,Non-Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=BULSAT-BSS-1.2W-W&sel_satname=BULSAT-BSS-1.2W-W&plan_id=
BULSAT-1.9E,Bulgaria 🇧🇬,1.9°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=BULSAT-1.9E&sel_satname=BULSAT-1.9E&plan_id=
BUL-KUX-1.9E,Bulgaria 🇧🇬,1.9°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=BUL-KUX-1.9E&sel_satname=BUL-KUX-1.9E&plan_id=
BUL-QV-1.9E,Bulgaria 🇧🇬,1.9°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=BUL-QV-1.9E&sel_satname=BUL-QV-1.9E&plan_id=
MSG-3.5E,Germany 🇩🇪,3.5°E,Non-Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=MSG-3.5E&sel_satname=MSG-3.5E&plan_id=
