Network,ITU Administration,Longitude,Network Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
F-SAT-T-E-36E,France 🇫🇷,36.0°E,Non-Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-T-E-36E&sel_satname=F-SAT-T-E-36E&plan_id=
EUTELSAT 2-36E,France 🇫🇷,36.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EUTELSAT+2-36E&sel_satname=EUTELSAT+2-36E&plan_id=
F-SAT-N-E-36E,France 🇫🇷,36.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N-E-36E&sel_satname=F-SAT-N-E-36E&plan_id=
F-SAT-KU3-E-36E,France 🇫🇷,36.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-KU3-E-36E&sel_satname=F-SAT-KU3-E-36E&plan_id=
TIBASAT-35.5E,Egypt 🇪🇬,35.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=TIBASAT-35.5E&sel_satname=TIBASAT-35.5E&plan_id=
EGYCOMM0A,Egypt 🇪🇬,35.5°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EGYCOMM0A&sel_satname=EGYCOMM0A&plan_id=
EGYCOMM8A,Egypt 🇪🇬,35.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=EGYCOMM8A&sel_satname=EGYCOMM8A&plan_id=
SICRAL-4-37E,Italy 🇮🇹,37.0°E,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SICRAL-4-37E&sel_satname=SICRAL-4-37E&plan_id=
S2,Saudi Arabia 🇸🇦,37.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=S2&sel_satname=S2&plan_id=
FMS5-37E,France 🇫🇷,37.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=FMS5-37E&sel_satname=FMS5-37E&plan_id=
